sampleid,perwt,ftotinc,incwage,inctot,sex,age,educ,eduyears,degfield,hoursworked,raceethnicity,married,nchild,nchlt5,famsize,occtype,indtype,inschool,movedlastyear,hadchildlastyear,marriedlastyear,divorcedlastyear,disability,head,spouse,ownershp,homeowner,healthins,nocoverage,commutingtime,foreignborn,citizenship,region,statefip,metrohomeplace,metropop,metroba18pc
266,79,63000,60000,60000,male,49,1 year of college,13,n/a,43,nhwhite,1,0,0,2,transportation,professional,0,0,0,0,0,0,1,0,rented,0,public/employer,0,10,0,1,mountain division,idaho,0,,
268,26,33000,33000,33000,male,60,grade 12,12,n/a,52,nhwhite,1,0,0,2,transportation,ruralextraction,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,east north central div,illinois,0,,
270,102,55000,55000,55000,male,26,5+ years of college,18,business,45,nhwhite,0,0,0,2,businessfinance,professional,0,1,0,0,0,0,1,0,rented,0,public/employer,0,15,0,1,middle atlantic division,new york,1,1136856,30.23403
273,79,169000,74000,74000,male,33,4 years of college,16,engineering,50,nhother,1,3,2,5,csmathengineering,ruralextraction,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,65,0,1,west south central div,louisiana,1,210512,14.7554
274,78,156950,30000,30000,female,47,grade 12,12,n/a,45,nhasian,1,2,0,5,manufandinstallation,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,1,1,pacific division,california,1,13353907,31.398245
278,57,80800,40000,40000,female,33,4 years of college,16,psychology,40,nhother,1,3,2,5,businessfinance,public,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,0,1,pacific division,california,1,2324884,29.756802
279,59,48700,27000,27000,female,24,2 years of college,14,n/a,38,nhblack,0,0,0,2,health,retailtrade,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,10,0,1,south atlantic division,north carolina,0,,
282,75,93500,50000,50000,male,63,grade 12,12,n/a,40,nhwhite,1,1,0,6,protection,public,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,35,0,1,west south central div,arkansas,1,738082,28.683376
283,421,43000,43000,43000,male,51,grade 11,11,n/a,40,nhwhite,0,0,0,1,construction,construction,0,0,0,0,0,0,1,0,rented,0,no coverage,1,20,0,1,east south central div,tennessee,1,1904226,33.303417
290,161,80100,55000,55000,female,54,grade 12,12,n/a,40,nhwhite,0,0,0,2,office,utilities,0,1,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,30,0,1,east north central div,wisconsin,0,,
292,79,50800,39000,43800,male,51,n/a or no schooling,0,n/a,44,nhasian,1,1,0,3,manufandinstallation,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,35,1,1,east north central div,michigan,1,4313002,28.965315
296,152,22700,26900,26900,female,38,grade 12,12,n/a,40,hispanic,0,0,0,2,businessfinance,hospitality,0,0,0,0,0,0,0,0,rented,0,individual only,0,15,0,1,pacific division,california,1,4580670,19.302816
297,141,250600,70000,70000,female,28,4 years of college,16,"physical fitness, parks, recreation, and leisure",50,nhwhite,0,1,0,6,businessfinance,professional,1,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,45,0,1,new england division,massachusetts,1,4836531,44.245804
299,59,34000,25000,25000,male,52,grade 12,12,n/a,40,nhwhite,1,0,0,2,salesandservicesandfood,health,0,0,0,0,0,0,1,0,rented,0,public/employer,0,20,0,1,west north central div,kansas,0,,
300,64,106100,75000,75000,male,40,4 years of college,16,fine arts,55,nhwhite,1,2,1,4,businessfinance,construction,0,0,0,0,0,0,0,1,owned or being bought (loan),1,individual only,0,10,0,1,middle atlantic division,new york,1,20320876,37.242645
306,49,33300,33300,33300,female,28,4 years of college,16,family and consumer sciences,40,nhwhite,0,0,0,1,science,health,0,1,0,0,0,0,0,0,rented,0,public/employer,0,10,0,1,mountain division,utah,1,617678,32.607349
307,113,97000,52000,52000,male,58,grade 12,12,n/a,70,nhwhite,1,0,0,2,manufandinstallation,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,no coverage,1,12,0,1,east north central div,ohio,0,,
308,123,69340,55000,55540,male,55,grade 12,12,n/a,40,hispanic,0,0,0,2,office,transportation,0,0,0,0,0,1,0,0,owned or being bought (loan),1,public/employer,0,6,0,1,west south central div,texas,1,2473974,25.463844
309,73,112800,110000,110000,male,63,5+ years of college,18,social sciences,40,nhwhite,0,1,0,2,businessfinance,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,60,1,1,pacific division,california,1,1998463,47.724354
311,62,180710,125000,135000,male,35,5+ years of college,18,engineering,75,nhwhite,1,3,0,5,educationlibrary,education,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,12,0,1,south atlantic division,north carolina,1,1335079,42.854328
315,267,42800,28800,28800,male,48,grade 12,12,n/a,40,nhblack,1,0,0,2,protection,finance,0,0,0,0,0,0,0,1,rented,0,public/employer,0,30,0,1,east north central div,ohio,1,2058844,28.843008
316,116,34400,34400,34400,male,49,grade 12,12,n/a,40,nhwhite,0,1,0,2,transportation,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,25,0,1,east north central div,ohio,1,603668,25.053377
317,147,42000,42000,42000,female,47,5+ years of college,18,"public affairs, policy, and social work",65,nhwhite,0,0,0,1,social,otherservices,0,0,0,0,0,0,1,0,rented,0,public/employer,0,5,0,1,east north central div,illinois,1,9533895,35.037014
318,60,50000,50000,50000,female,36,5+ years of college,18,education administration and teaching,50,nhwhite,0,0,0,1,educationlibrary,education,0,0,0,0,0,0,1,0,rented,0,public/employer,0,30,0,1,pacific division,california,1,13353907,31.398245
319,90,106100,24000,24000,male,41,grade 12,12,n/a,55,nhwhite,1,4,0,6,transportation,ruralextraction,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,10,0,1,mountain division,wyoming,0,,
323,79,192680,30000,30000,male,24,1 year of college,13,n/a,40,hispanic,0,0,0,6,office,manufacture,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,50,0,1,middle atlantic division,pennsylvania,1,840550,26.740967
324,124,159900,105000,124700,male,51,4 years of college,16,engineering,40,nhwhite,1,1,0,3,businessfinance,public,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,50,0,1,pacific division,oregon,1,2451560,37.184464
326,115,68600,70000,68600,male,46,grade 12,12,n/a,40,nhblack,0,0,0,1,office,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,no coverage,1,0,0,1,west south central div,oklahoma,0,,
327,93,169000,62000,62000,female,63,n/a or no schooling,0,n/a,50,nhwhite,0,1,0,4,salesandservicesandfood,information,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,35,1,1,middle atlantic division,new jersey,1,20320876,37.242645
328,98,49720,19800,19800,male,36,grade 12,12,n/a,39,nhwhite,0,0,0,3,salesandservicesandfood,hospitality,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,15,0,1,pacific division,washington,1,2451560,37.184464
331,232,25200,18000,18000,male,26,grade 12,12,n/a,40,nhwhite,0,0,0,2,manufandinstallation,wholesaletrade,0,0,0,0,0,0,0,0,owned or being bought (loan),1,no coverage,1,10,0,1,east south central div,alabama,0,,
332,144,164000,25000,25000,female,35,2 years of college,14,n/a,40,nhwhite,0,0,0,9,office,finance,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,15,0,1,new england division,massachusetts,1,213444,42.593754
333,151,84500,38500,38500,male,48,grade 12,12,n/a,50,nhwhite,1,0,0,4,salesandservicesandfood,professional,0,1,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,middle atlantic division,pennsylvania,1,542903,26.077747
335,113,53800,9600,9600,female,28,2 years of college,14,n/a,40,nhwhite,1,2,1,4,educationlibrary,education,0,0,0,0,0,0,0,1,rented,0,public/employer,0,15,0,1,west north central div,missouri,0,,
338,78,24200,22000,23100,female,50,4 years of college,16,"english language, literature, and composition",36,nhblack,0,2,0,3,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,25,0,1,south atlantic division,georgia,1,600600,22.737768
340,106,216000,108000,109000,male,32,4 years of college,16,business,50,nhwhite,1,1,1,3,businessfinance,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,middle atlantic division,pennsylvania,1,2333367,33.170727
343,33,68000,40000,40000,male,57,grade 12,12,n/a,40,nhwhite,1,0,0,2,manufandinstallation,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,5,0,1,middle atlantic division,pennsylvania,0,,
351,10,59500,43000,43000,male,58,1 year of college,13,n/a,50,nhwhite,1,2,0,4,transportation,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,25,0,1,west south central div,texas,0,,
352,234,38000,38000,38000,female,47,grade 10,10,n/a,50,nhwhite,0,0,0,1,manufandinstallation,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,east north central div,ohio,1,2058844,28.843008
355,64,54000,54000,54000,male,49,grade 12,12,n/a,48,hispanic,1,3,0,5,manufandinstallation,hospitality,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,1,0,pacific division,california,1,4580670,19.302816
356,82,82000,37000,37000,female,30,5+ years of college,18,medical and health sciences and services,38,nhwhite,1,0,0,2,social,education,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,south atlantic division,south carolina,1,825004,28.537317
361,54,107360,23400,23400,male,60,grade 12,12,n/a,40,nhwhite,1,0,0,2,businessfinance,wholesaletrade,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,45,0,1,middle atlantic division,new york,1,20320876,37.242645
362,370,85000,40000,40000,female,34,4 years of college,16,psychology,40,nhwhite,1,2,0,4,salesandservicesandfood,otherservices,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,25,0,1,east south central div,tennessee,1,1346626,25.61937
363,53,479000,432000,434000,male,54,4 years of college,16,computer and information sciences,50,nhwhite,1,0,0,2,businessfinance,transportation,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,30,1,1,south atlantic division,florida,1,2509831,29.181835
364,46,82500,44000,44000,male,38,4 years of college,16,social sciences,46,nhwhite,0,0,0,2,salesandservicesandfood,retailtrade,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,20,0,1,new england division,rhode island,1,1621122,29.200991
365,313,81400,55000,55000,male,35,grade 12,12,n/a,40,nhwhite,1,1,0,3,businessfinance,military,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,40,0,1,south atlantic division,north carolina,0,,
366,91,33000,14000,14000,female,54,n/a or no schooling,0,n/a,40,hispanic,1,0,0,2,salesandservicesandfood,finance,0,0,0,0,0,0,0,1,owned or being bought (loan),1,no coverage,1,15,1,0,west south central div,texas,1,423725,15.9471
368,100,272800,43000,43000,male,35,4 years of college,16,"english language, literature, and composition",42,nhwhite,0,1,0,3,transportation,retailtrade,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,15,0,1,middle atlantic division,new york,1,886188,34.473579
371,29,113600,8600,8600,male,43,grade 12,12,n/a,50,nhwhite,1,1,0,3,ruralextraction,construction,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,west north central div,minnesota,0,,
372,59,55000,55000,55000,male,36,1 year of college,13,n/a,45,nhwhite,0,0,0,1,salesandservicesandfood,finance,0,1,0,0,0,0,1,0,rented,0,public/employer,0,15,0,1,west south central div,texas,1,7400479,31.686863
373,28,508000,200000,508000,male,59,1 year of college,13,n/a,50,nhwhite,1,0,0,2,salesandservicesandfood,retailtrade,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,12,0,1,middle atlantic division,pennsylvania,0,,
374,210,74500,32000,32000,male,36,1 year of college,13,n/a,40,nhwhite,1,1,1,4,office,manufacture,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,5,0,1,middle atlantic division,new jersey,1,20320876,37.242645
376,48,381000,65000,65000,male,36,2 years of college,14,n/a,50,nhwhite,0,0,0,3,transportation,retailtrade,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,25,0,1,pacific division,california,1,4727357,46.360546
378,20,142000,80000,80000,female,43,2 years of college,14,n/a,48,nhwhite,1,4,1,6,health,health,0,0,0,0,0,0,1,0,rented,0,public/employer,0,15,0,1,south atlantic division,delaware,1,405853,25.788261
388,95,42000,42000,42000,female,60,2 years of college,14,n/a,40,nhasian,0,0,0,1,health,education,0,0,0,0,0,0,1,0,rented,0,public/employer,0,10,0,1,pacific division,california,1,275897,34.626984
390,80,123400,80000,88400,male,37,5+ years of college,18,business,40,nhwhite,1,2,2,4,businessfinance,education,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,45,0,1,east north central div,michigan,1,1059113,30.915068
394,59,95000,35000,35000,female,62,grade 12,12,n/a,40,nhwhite,1,0,0,2,office,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,25,0,1,east north central div,michigan,1,1059113,30.915068
397,342,72000,32000,32000,female,24,4 years of college,16,criminal justice and fire protection,40,nhwhite,0,0,0,2,office,retailtrade,0,1,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,30,0,1,west south central div,arkansas,1,535557,28.646896
398,202,165100,40100,40100,male,43,4 years of college,16,"physical fitness, parks, recreation, and leisure",60,nhwhite,1,2,0,6,protection,hospitality,0,1,0,0,0,0,0,0,rented,0,public/employer,0,25,0,1,south atlantic division,florida,1,2509831,29.181835
399,90,25000,25000,25000,male,40,grade 12,12,n/a,40,nhblack,0,2,0,3,manufandinstallation,manufacture,0,0,0,0,0,0,1,0,rented,0,public/employer,0,149,0,1,east north central div,indiana,1,434617,23.614923
401,71,189000,135000,139000,female,61,1 year of college,13,n/a,50,hispanic,1,0,0,2,salesandservicesandfood,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,50,0,1,pacific division,california,1,13353907,31.398245
403,61,113000,113000,113000,male,28,4 years of college,16,psychology,40,nhwhite,0,0,0,2,artsrecreationmedia,professional,0,0,0,0,0,0,1,0,rented,0,public/employer,0,30,0,1,middle atlantic division,new york,1,20320876,37.242645
404,101,90000,30000,30000,female,38,5+ years of college,18,psychology,40,nhwhite,1,2,2,4,manufandinstallation,education,0,0,1,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,45,0,1,east north central div,indiana,1,9533895,35.037014
406,62,85000,85000,85000,male,64,4 years of college,16,environment and natural resources,40,nhwhite,0,0,0,1,health,professional,0,0,0,0,0,0,1,0,rented,0,public/employer,0,20,0,1,middle atlantic division,new jersey,1,20320876,37.242645
408,42,45000,45000,45000,male,35,5+ years of college,18,computer and information sciences,40,nhasian,0,0,0,1,science,health,0,1,0,0,0,0,1,0,rented,0,public/employer,0,15,1,0,east north central div,ohio,1,2058844,28.843008
414,49,81000,59000,59000,male,31,4 years of college,16,engineering,65,hispanic,1,1,1,4,businessfinance,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,1,0,south atlantic division,florida,1,6158824,29.833658
415,62,121000,54000,60500,male,31,5+ years of college,18,psychology,37,nhwhite,1,2,2,4,transportation,public,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,5,0,1,east north central div,illinois,1,9533895,35.037014
416,25,86000,26000,26000,female,47,grade 12,12,n/a,40,nhwhite,0,0,0,2,educationlibrary,education,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,30,0,1,west north central div,minnesota,1,3600618,38.914993
417,88,52960,52000,52960,female,55,4 years of college,16,medical and health sciences and services,40,nhblack,1,0,0,2,health,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,35,0,1,south atlantic division,maryland,1,6216710,47.067619
418,281,65000,65000,65000,male,48,grade 12,12,n/a,40,hispanic,0,0,0,1,salesandservicesandfood,hospitality,0,0,0,0,0,0,1,0,rented,0,public/employer,0,40,1,1,pacific division,california,1,13353907,31.398245
422,54,159000,53000,53000,male,57,grade 12,12,n/a,40,nhwhite,1,1,0,5,businessfinance,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,25,0,1,west south central div,texas,1,7400479,31.686863
424,78,39000,39000,39000,male,30,4 years of college,16,business,40,nhasian,0,0,0,1,businessfinance,wholesaletrade,0,0,0,0,0,0,1,0,rented,0,no coverage,1,10,0,1,pacific division,california,1,13353907,31.398245
427,109,63000,23000,23000,male,38,grade 12,12,n/a,40,nhwhite,1,2,2,4,manufandinstallation,manufacture,0,0,0,0,0,0,1,0,rented,0,public/employer,0,15,0,1,east north central div,indiana,1,1293722,26.901787
428,77,84000,44000,44000,female,35,1 year of college,13,n/a,40,nhblack,1,3,1,5,businessfinance,finance,0,1,1,1,0,0,1,0,rented,0,public/employer,0,10,0,1,south atlantic division,south carolina,1,825004,28.537317
429,31,96100,26000,26000,female,40,grade 12,12,n/a,36,nhwhite,1,2,0,4,office,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,east north central div,wisconsin,1,135732,23.888309
430,106,140000,140000,140000,male,47,4 years of college,16,social sciences,50,nhwhite,1,2,1,4,protection,public,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,50,0,1,pacific division,washington,1,3867046,39.11578
432,93,98800,63000,63000,female,35,4 years of college,16,fine arts,40,nhasian,0,0,0,4,artsrecreationmedia,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,60,0,1,middle atlantic division,new york,1,20320876,37.242645
434,109,170000,100000,100000,male,39,1 year of college,13,n/a,60,nhwhite,1,0,0,2,businessfinance,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,middle atlantic division,pennsylvania,1,571903,29.663219
435,59,137000,58000,58000,male,52,2 years of college,14,n/a,40,nhwhite,1,1,0,4,protection,public,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,5,0,1,mountain division,utah,1,1203105,32.006603
